entropy,comp_ratio,byte_std_norm,size_bucket,is_compressible,high_entropy,byte_uniformity,unique_byte_ratio,algo
4.683482525468338,0.6282051282051282,3.0127083691318943,0,1,0,0.9139436330106367,0.1015625,RSA
7.991491675056507,0.24658703071672355,0.10787358791316796,1,1,1,0.9961417283619924,1.0,CHACHA
4.261834552983826,0.02182247124741964,3.903692379553127,1,1,0,0.5960259747599899,0.08984375,AES
5.857270781328099,0.7430871465524931,1.848819580891944,1,1,0,0.0,0.2265625,AES
5.812919495679224,0.7693156732891833,1.9201275872244696,0,1,0,0.9469105348503,0.2265625,AES
4.696739675450506,0.6233846153846154,2.9826705796956943,1,1,0,0.7041723820797423,0.1015625,RSA
4.691802473775366,0.6229876450767503,2.993508334214765,1,1,0,0.7559917980747182,0.1015625,RSA
7.736918553075984,0.9780337309749074,0.6105162668574817,1,0,1,0.7735343864852084,1.0,CHACHA
5.849588481960721,0.7465557577332986,1.8612953654188327,1,1,0,0.7814818337778855,0.2265625,RSA
6.9878437412480245,1.0555555555555556,1.1105140728368905,0,0,0,0.993289740404611,0.54296875,RSA
4.26028602310348,0.006909090909090909,3.907500688528921,1,1,0,0.0,0.08984375,AES
7.997637165148625,0.16,0.05792617653889217,1,1,1,0.9967296317566848,1.0,CHACHA
7.994947569540568,0.20041322314049587,0.0827822545527092,1,1,1,0.9963317921871785,1.0,CHACHA
5.855702874947011,0.7434359174133229,1.8514245391768034,1,1,0,0.2748097546284707,0.2265625,AES
5.856875781242774,0.7430526364952594,1.849479045247512,1,1,0,0.0,0.2265625,AES
7.9966238110793615,0.183125,0.06928203230275509,1,1,1,0.996617088266467,1.0,CHACHA
7.735861040560525,0.9813525609149677,0.6127029783380102,1,0,1,0.8495915906448073,1.0,CHACHA
7.325845311965445,1.034375,0.9027735042633894,0,0,1,0.9911838524974278,0.71484375,CHACHA
5.734881878859384,0.8273615635179153,2.0431295866867525,0,1,0,0.9808581303981679,0.2265625,AES
5.772238456348663,0.7803030303030303,1.9805389254598629,0,1,0,0.9601087740843656,0.2265625,RSA
7.733154926340591,0.9775593185444439,0.6217832499635442,1,0,1,0.6313285289446503,1.0,CHACHA
6.422885785894,1.0833333333333333,1.5329260448414228,0,0,0,0.993824882876005,0.37109375,RSA
5.80017119051921,0.7662337662337663,1.9311127145218212,0,1,0,0.9500838479858403,0.2265625,AES
7.452965919412316,1.0249433106575965,0.8187888035491431,0,0,1,0.9889805339854378,0.796875,CHACHA
5.779210913994283,0.7807570977917981,1.9736015166672247,0,1,0,0.9618144726084283,0.2265625,AES
7.997415023733571,0.15010141987829614,0.059311121773685374,1,1,1,0.9964306173053679,1.0,CHACHA
3.9068900837418767,0.006189821182943604,4.008326181306454,1,1,0,0.0,0.05859375,AES
3.9068905029631513,0.003801317790167258,4.00832494426135,1,1,0,0.0,0.05859375,AES
4.682925049706361,0.6258503401360545,3.0130076352149957,1,1,0,0.8783505523257618,0.1015625,RSA
5.857029238401343,0.7432967743674042,1.8492346678472602,1,1,0,0.0,0.2265625,AES
7.999780968210592,0.04898600399885747,0.01745634000639534,1,1,1,0.996269858010108,1.0,CHACHA
7.745373586292883,0.9794682944054885,0.6041491898474356,1,0,1,0.634519977101266,1.0,CHACHA
3.9068905681187016,0.0038603996035265274,4.008324751927278,1,1,0,0.0,0.05859375,AES
5.823428090491228,0.7620817843866171,1.9035453833477498,1,1,0,0.9374934438329413,0.2265625,RSA
6.8738398092003035,1.059782608695652,1.204120210793585,0,0,0,0.9932385828007196,0.5078125,RSA
4.689905521657239,0.6209016393442623,2.997490664236039,1,1,0,0.8214385444156266,0.1015625,RSA
3.906890344310184,0.005508016130618668,4.00832541224954,1,1,0,0.0,0.05859375,AES
3.9068903526970495,0.00522344747533372,4.008325387924397,1,1,0,0.0,0.05859375,AES
6.630322440423766,1.0733333333333333,1.3581032524975576,0,0,0,0.9937830966835134,0.421875,RSA
7.714486558158772,0.9976002742543709,0.6250389448229563,1,0,1,0.9443591735214671,1.0,CHACHA
3.9068905196765495,0.004262628833184883,4.008324894859965,1,1,0,0.0,0.05859375,AES
4.260531360562687,0.009506076048608389,3.9069822597423087,1,1,0,0.0,0.08984375,AES
7.987113732963381,0.3901098901098901,0.12768076965518957,0,1,1,0.997163342275727,1.0,CHACHA
4.694294114027063,0.6247723132969034,2.9883191179860824,1,1,0,0.6495327645745692,0.1015625,RSA
4.947613208833767,1.3235294117647058,2.8032358958691423,0,0,0,0.9970913690045303,0.125,RSA
4.691554003597607,0.6232142857142857,2.994655102624252,1,1,0,0.7952872488440452,0.1015625,RSA
7.99825474226627,1.0003715707119707,0.049181879443320024,1,0,1,0.8545826546708526,1.0,CHACHA
4.694049857971024,0.6230733302195236,2.988969765182493,1,1,0,0.8047062906721277,0.1015625,RSA
5.687459432871812,0.8184523809523809,2.1087228405223364,0,1,0,0.9783773536860503,0.2265625,AES
7.949397632507388,1.0025955639452573,0.26382309739853566,1,0,1,0.9658788364631654,1.0,CHACHA
7.999651858530607,0.09864165588615782,0.022219358392390254,1,1,1,0.9979033735306009,1.0,CHACHA
5.768524730083257,1.1506849315068493,2.010994363466253,0,0,0,0.9955199405354909,0.2265625,RSA
7.993033091893764,1.0006080875646093,0.09784306539523993,1,0,1,0.9214341205847304,1.0,CHACHA
7.992922995774146,1.0005519525320823,0.09906884893787858,1,0,1,0.9123593813167962,1.0,CHACHA
5.842282499626818,0.7573221757322176,1.873924318306592,1,1,0,0.9179929360213729,0.2265625,AES
7.343271916465074,1.0353697749196142,0.8868945960970678,0,0,1,0.9915825128361149,0.71875,CHACHA
7.432778709681557,1.0272952853598014,0.8122865832427968,0,0,1,0.9900100252366074,0.76953125,CHACHA
4.694676437720786,0.6224580017683466,2.9872905465455797,1,1,0,0.7937850580967376,0.1015625,RSA
7.998781763784056,1.0003461918892187,0.04109908335176406,2,0,1,0.7971134117742507,1.0,CHACHA
5.856422736620132,0.7431346771837569,1.8502216456133578,1,1,0,0.0,0.2265625,AES
4.2602574271200435,0.00746371803731859,3.907526465939728,1,1,0,0.0,0.08984375,AES
3.906887234586378,0.013129770992366412,4.008334595179132,1,1,0,0.5993867248775739,0.05859375,AES
4.2602936592997525,0.009290297864189254,3.907456287926062,1,1,0,0.0,0.08984375,AES
7.9855741344060025,0.3153252480705623,0.14060250037595778,0,1,1,0.9961082010546571,1.0,CHACHA
5.855867317331628,0.7428588502450102,1.851168916266156,1,1,0,0.05464292465826859,0.2265625,AES
7.991447218090447,1.0007533311361174,0.10863307577059246,1,0,1,0.9295880768953976,1.0,CHACHA
4.260440833360576,0.012607534856125778,3.9070616217084098,1,1,0,0.19612397907842716,0.08984375,AES
5.8247924354748815,0.7639484978540773,1.899222859008273,1,1,0,0.9324769704972949,0.2265625,AES
7.999862229734253,0.044,0.013856406460551017,1,1,1,0.996617088266467,1.0,CHACHA
3.9068905266484975,0.0038130571443293656,4.008324874304573,1,1,0,0.0,0.05859375,AES
4.692474979138545,0.6234906695938529,2.9926215055547614,1,1,0,0.7504017768957165,0.1015625,RSA
7.985207811140535,1.0007829738771443,0.14339488857039415,1,0,1,0.9385206668235636,1.0,CHACHA
5.7518742136259355,0.8080808080808081,2.011876785283669,0,1,0,0.9756865476387838,0.2265625,RSA
4.695543289498142,0.6241396263520157,2.9854578482714618,1,1,0,0.6293688193735258,0.1015625,RSA
5.8441236273824,0.7482383087764254,1.870225297442448,1,1,0,0.821812641033468,0.2265625,RSA
3.9068904728865377,0.003968472689191423,4.008325032996278,1,1,0,0.0,0.05859375,AES
7.998378882895381,0.11344065892923999,0.047497593079140484,1,1,1,0.9961283547633549,1.0,CHACHA
5.849519214189545,0.7454704213053919,1.8615732811883037,1,1,0,0.7397501464500849,0.2265625,AES
7.164953854697175,1.0428015564202335,1.0436070412554765,0,0,0,0.9918149716307783,0.64453125,CHACHA
4.691191138518832,0.62139486103828,2.9951435249116916,1,1,0,0.8256915679319277,0.1015625,RSA
7.384770563221453,1.0279187817258884,0.8456158069221457,0,0,1,0.9898323782981163,0.74609375,CHACHA
7.660997266977057,1.0008650519031141,0.6725899541630211,1,0,1,0.9525443123161345,0.96875,CHACHA
7.705122097221067,0.9838495154854645,0.6326978409424202,1,0,1,0.8983798603247083,1.0,CHACHA
3.9068902655927906,0.008492952656306469,4.008325644022912,1,1,0,0.3230568202507693,0.05859375,AES
5.781908345968826,0.7944954128440367,1.9673549881391805,0,1,0,0.9672787942951705,0.2265625,AES
7.9996498584801605,0.05731601731601731,0.02201178447893826,1,1,1,0.9961206648142741,1.0,CHACHA
4.260401000967261,0.006871630827557609,3.9072015400723417,1,1,0,0.0,0.08984375,AES
7.992424762038383,1.0005868975130219,0.10242325880738608,1,0,1,0.914786899365022,1.0,CHACHA
5.84884841529179,0.7451863990167964,1.8627455767213523,1,1,0,0.7224754667494616,0.2265625,RSA
7.983211258001449,1.0009102946044357,0.15254605143468392,1,0,1,0.9437449192646264,1.0,CHACHA
7.2935131883072195,1.0365448504983388,0.9131258094825837,0,0,1,0.9916122171431195,0.69140625,CHACHA
7.9955723591737105,0.21765145848915482,0.0796585797072209,1,1,1,0.9967497704752029,1.0,CHACHA
5.8560268662873876,0.7430715594161792,1.8508675139787905,1,1,0,0.04412137026785057,0.2265625,AES
4.681804775335252,0.6392757660167131,3.0157124038271568,0,1,0,0.9339208524796173,0.1015625,RSA
5.848315746085405,0.745879458794588,1.863776964736961,1,1,0,0.7687910961408768,0.2265625,RSA
5.8352323552103,0.7520701412566975,1.8866789613180643,1,1,0,0.8817946805546268,0.2265625,RSA
7.9999266882874345,0.04918505697389298,0.01013263452455415,1,1,1,0.9978561537121968,1.0,CHACHA
7.980825936229076,0.4034090909090909,0.15745916432444337,0,1,1,0.996617088266467,1.0,CHACHA
5.856960919242163,0.7429553116086092,1.8493358856764246,1,1,0,0.0,0.2265625,AES
7.997807957404252,0.16052060737527116,0.0558542003886496,1,1,1,0.9968568376001993,1.0,CHACHA
4.260473381988206,0.006244020343421119,3.9071334412608874,1,1,0,0.0,0.08984375,AES
5.837965083490566,0.749024199843872,1.88024802874186,1,1,0,0.8529908615223192,0.2265625,AES
4.260251521558204,0.007977722585986302,3.907479301375632,1,1,0,0.0,0.08984375,AES
7.995335015656281,1.0004884175272117,0.08026874921437305,1,0,1,0.8946766619500371,1.0,CHACHA
5.750644813151451,0.7974137931034483,2.01155993324624,0,1,0,0.9715159970389937,0.2265625,RSA
4.695666012049542,0.6230554447546869,2.9850637030241303,1,1,0,0.7716200346837923,0.1015625,RSA
6.115161411653686,1.127906976744186,1.7562374354544792,0,0,0,0.9953907342697422,0.2890625,RSA
5.855284846060826,0.7431039488966318,1.8521191346719161,1,1,0,0.22135030519896493,0.2265625,AES
5.852840020211808,0.7436382754994743,1.8561436397365243,1,1,0,0.46130596881425945,0.2265625,AES
3.90688814234383,0.011089206505667817,4.008331910495274,1,1,0,0.5036068453128106,0.05859375,AES
7.669788236451813,0.9941634241245136,0.6745572595569683,1,0,1,0.9365132266701144,0.98828125,CHACHA
4.695187616745923,0.6211158192090396,2.986307287785906,1,1,0,0.7419060596005345,0.1015625,RSA
4.261502038246493,0.030776746458231558,3.904819256320738,1,1,0,0.7560679621066726,0.08984375,AES
5.832529619534337,0.7534246575342466,1.8883055354309122,1,1,0,0.8906248807907754,0.2265625,RSA
5.851645720108289,0.7448193183764343,1.858162782472843,1,1,0,0.6688899997906821,0.2265625,AES
7.629205032308105,1.0061009428729895,0.7091802687712984,1,0,1,0.9609786369447433,0.9453125,CHACHA
5.845646282834795,0.748975791433892,1.8681156978503908,1,1,0,0.8469271652609772,0.2265625,RSA
7.997961850188074,1.0003827710497497,0.05317855712385771,1,0,1,0.8473664405500506,1.0,CHACHA
7.996537109814636,1.0004766444232602,0.06910926902770516,1,0,1,0.8849556760582501,1.0,CHACHA
7.939479093891881,0.654292343387471,0.2762385359580199,0,1,1,0.9963666134949369,1.0,CHACHA
4.260504737283914,0.0066757959602875725,3.9070509406831997,1,1,0,0.0,0.08984375,AES
5.811902382112546,0.7906542056074767,1.9189034848919602,0,1,0,0.968670246447229,0.2265625,AES
5.812533208200331,0.7717003567181926,1.9206914623552918,0,1,0,0.9507049096728272,0.2265625,AES
7.9972355697033795,1.0004528919341407,0.06188093698610621,1,0,1,0.8707370527416387,1.0,CHACHA
4.689084428170806,0.6221623701423624,3.0004900311636615,1,1,0,0.7620155764467055,0.1015625,RSA
4.6928827642405695,0.6214009454232918,2.9917651983698734,1,1,0,0.7875415766416414,0.1015625,RSA
5.826802162585789,0.750843644544432,1.8995351719641738,1,1,0,0.8969307392653717,0.2265625,AES
5.848385492440207,0.7457496136012365,1.8634101904298477,1,1,0,0.7056576188456759,0.2265625,AES
7.999687087945885,0.22525331254871395,0.021473074534615604,1,1,1,0.9991592421073024,1.0,CHACHA
5.843745122040072,0.7488461538461538,1.8712727055299925,1,1,0,0.8515225514411017,0.2265625,RSA
4.260348645416566,0.009167446211412534,3.907376351339173,1,1,0,0.0,0.08984375,AES
5.834082466829358,0.7497716894977169,1.8874109829369101,1,1,0,0.8738577254445852,0.2265625,RSA
4.694044094754195,0.6221881390593047,2.9890664943032905,1,1,0,0.8215754985700306,0.1015625,RSA
7.983015112264662,1.0010771641206424,0.15352036624235946,1,0,1,0.9521560675028389,1.0,CHACHA
5.810745954956934,0.7802037845705968,1.9215556152037006,0,1,0,0.9597134793809526,0.2265625,AES
7.998491668332788,1.0003854205240208,0.045666291105550955,2,0,1,0.815591411195074,1.0,CHACHA
3.9068903827252957,0.005858542820622071,4.008325298849043,1,1,0,0.0,0.05859375,AES
5.835175696501214,0.7494456762749445,1.884633623432626,1,1,0,0.8703049065905587,0.2265625,RSA
5.850815571893776,0.745813016747933,1.8594663880239115,1,1,0,0.7323271804104983,0.2265625,AES
5.84657887242986,0.74496336996337,1.8665546743018862,1,1,0,0.7511868036697192,0.2265625,AES
5.85090700667478,0.7464285714285714,1.8594289584829928,1,1,0,0.777558547447103,0.2265625,RSA
7.994008717134198,0.20800571837026446,0.09126747799445514,1,1,1,0.9961034179164354,1.0,CHACHA
7.999795087164607,0.05297177991486678,0.01679071749464833,1,1,1,0.9967497704752029,1.0,CHACHA
5.80704100527644,0.7938342967244701,1.9274131915017938,0,1,0,0.9694724290042288,0.2265625,AES
7.936024913378005,0.6635294117647059,0.2853080651533049,0,1,1,0.9962995627535963,1.0,CHACHA
4.260501767576351,0.008653513326410523,3.9070417441928527,1,1,0,0.0,0.08984375,AES
7.9892342746115546,1.0009242144177448,0.12242265721577474,1,0,1,0.9353216234826816,1.0,CHACHA
5.816356939286491,0.7647679324894515,1.9148077272978918,0,1,0,0.9446033408972656,0.2265625,AES
7.949751706272473,1.0029554003224073,0.2619640666149407,1,0,1,0.9702444379900876,1.0,CHACHA
5.8282016472498555,0.7568542568542569,1.8980022388070028,1,1,0,0.9197195097965544,0.2265625,RSA
5.8095343756695925,0.7715674362089915,1.925272910757902,0,1,0,0.9516449094984817,0.2265625,RSA
7.985793922314415,1.000886524822695,0.13974027596191646,1,0,1,0.9470856523396161,1.0,CHACHA
7.99712189068352,1.0004598595659633,0.06301077752099114,1,0,1,0.8912791030804651,1.0,CHACHA
4.6917997997250716,0.6226297792974821,2.9940644274909607,1,1,0,0.7060575786365229,0.1015625,RSA
7.997655038377762,1.0004004048537967,0.056974830646095494,1,0,1,0.8436721786938538,1.0,CHACHA
5.8571542065398,0.7430073944794011,1.8490114198155847,1,1,0,0.0,0.2265625,AES
5.856259776591802,0.7431845999777457,1.8504909851476488,1,1,0,0.0,0.2265625,AES
7.99903271566063,1.0003556321901015,0.03666878669871986,2,0,1,0.7923224859777245,1.0,CHACHA
5.851239327785406,0.7444328202062472,1.8587524194265084,1,1,0,0.6204555530278697,0.2265625,AES
4.692940617680709,0.6225910064239829,2.9914086317207076,1,1,0,0.8294692589094763,0.1015625,RSA
5.836048735933004,0.7504835589941973,1.883599275452347,1,1,0,0.8811253875233321,0.2265625,RSA
5.810740753558083,0.7660044150110376,1.9262898575587308,0,1,0,0.946740154695184,0.2265625,AES
3.906890432512276,0.004371217215870881,4.008325152212843,1,1,0,0.0,0.05859375,AES
5.853652611841242,0.7437520111552075,1.8547326167912155,1,1,0,0.4723000431413421,0.2265625,AES
5.857098552626143,0.7433340118054143,1.8491029159355072,1,1,0,0.0,0.2265625,AES
5.8398117800471825,0.7562544674767692,1.8778446605155845,1,1,0,0.919827127683676,0.2265625,RSA
3.906890530331968,0.003759963904346518,4.008324863436089,1,1,0,0.0,0.05859375,AES
4.923181998146334,1.3333333333333333,2.77450679772374,0,0,0,0.99720584947739,0.12109375,RSA
5.833115215212981,0.7562062380649268,1.8886924406914156,1,1,0,0.9094502006736385,0.2265625,AES
5.851509391537991,0.7456828885400314,1.8583295666068669,1,1,0,0.6748717222486216,0.2265625,AES
5.842051943402351,0.7470644239923834,1.874211124765686,1,1,0,0.8197741926838172,0.2265625,AES
7.997742199950151,0.19322709163346613,0.054675136388416735,1,1,1,0.9974871595641798,1.0,CHACHA
5.8569531285411705,0.7432409739714526,1.849342029656153,1,1,0,0.0,0.2265625,AES
5.839540129452466,0.7515368852459017,1.8782478812624306,1,1,0,0.8881121867607341,0.2265625,AES
7.449550006963538,1.0266990291262137,0.8228405930256332,0,0,1,0.9896542259421826,0.79296875,CHACHA
4.690799492553829,0.6250791640278658,2.996348846260392,1,1,0,0.8556141715013074,0.1015625,RSA
4.697706158592552,0.6230429546366921,2.9804011836964928,1,1,0,0.7734320267154552,0.1015625,RSA
5.853291243583598,0.7435071903842027,1.855412512150863,1,1,0,0.47238971593561585,0.2265625,AES
6.551821770808044,1.0833333333333333,1.4028044847397219,0,0,0,0.9943490541996569,0.39453125,RSA
4.696047902590171,0.6241308793456033,2.984302646592246,1,1,0,0.7773248299890734,0.1015625,RSA
7.3883290245728785,1.027363184079602,0.8543173718398976,0,0,1,0.9895191777502551,0.75390625,CHACHA
4.260279974311012,0.006390111041273832,3.9075323862881075,1,1,0,0.0,0.08984375,AES
5.854649968297292,0.7428495762711864,1.8531784626399088,1,1,0,0.14580055237691703,0.2265625,AES
4.260889087713261,0.013853503184713376,3.9062781890743192,1,1,0,0.2513602591739891,0.08984375,AES
7.9913138334218115,0.2580357142857143,0.11065666703449763,1,1,1,0.9962177897009693,1.0,CHACHA
3.906890489705328,0.003858386777204234,4.008324983349579,1,1,0,0.0,0.05859375,AES
7.994795874751608,1.0005853658536585,0.08468022466000956,1,0,1,0.9072905560401049,1.0,CHACHA
5.750968750873603,0.8317757009345794,2.0040210545861297,0,1,0,0.9803683240197099,0.2265625,AES
7.995592343065432,1.0006330067822156,0.07811613702609235,1,0,1,0.9209136094408993,1.0,CHACHA
7.9932301485133825,1.000691025308802,0.09696844346943652,1,0,1,0.9314817095919393,1.0,CHACHA
7.74551698290372,0.9772521649218043,0.6031901724263614,1,0,1,0.7151561057090602,1.0,CHACHA
7.999428846020412,0.07111111111111111,0.02809507667427397,1,1,1,0.9961417283619924,1.0,CHACHA
6.953536763556315,1.0526315789473684,1.146719371393061,0,0,0,0.9926860245171768,0.5390625,RSA
4.69089938340951,0.6257309941520468,2.9965211296333707,1,1,0,0.8749010954181381,0.1015625,RSA
5.813515470956601,0.7626641651031895,1.9222036181176427,1,1,0,0.9374673749721251,0.2265625,RSA
7.99399443595573,1.0006242753946313,0.09114100308963183,1,0,1,0.9064363951741905,1.0,CHACHA
7.998962884885108,1.000341712185146,0.03792139384499181,2,0,1,0.776479259820833,1.0,CHACHA
7.999586603090641,0.06433677521842732,0.02386811628485579,1,1,1,0.9963317921871785,1.0,CHACHA
5.85392627727785,0.7437802544185523,1.854275645652762,1,1,0,0.49732877928669783,0.2265625,AES
7.7333173827832,0.9767247053192126,0.6222967346977821,1,0,1,0.6826035971983633,1.0,CHACHA
4.6957377207867665,0.6252059308072487,2.984987451497755,1,1,0,0.6682335114027458,0.1015625,RSA
7.514549263528794,1.0235042735042734,0.7754261433881414,0,0,1,0.988925188137645,0.8359375,CHACHA
7.99999781363978,0.03928377645143787,0.0017329049834694857,1,1,1,0.9995126733574624,1.0,CHACHA
5.856898394161228,0.7434994471970845,1.8494313265895002,1,1,0,0.0,0.2265625,AES
7.9870796047003365,0.5288640595903166,0.1415147500332464,0,1,1,0.9976808648447311,1.0,CHACHA
5.791200087971225,0.7781155015197568,1.9490441524390356,0,1,0,0.9608620894682347,0.2265625,AES
7.357552004618086,1.0670731707317074,0.7489830503797116,0,0,1,0.9962514276043007,0.640625,CHACHA
5.843619535298769,0.7467977360738755,1.8716737130829926,1,1,0,0.8082516890008665,0.2265625,RSA
4.688901150280266,0.621867881548975,3.00095978337292,1,1,0,0.8391819647337998,0.1015625,RSA
7.999922697778871,0.03753323788095725,0.010379312298110267,1,1,1,0.9969028040878014,1.0,CHACHA
5.739897117224715,0.8630705394190872,2.024755964121084,0,0,0,0.9851084537550909,0.2265625,AES
5.85662911464218,0.7434937715655886,1.849895596131381,1,1,0,0.0,0.2265625,AES
7.6545117688783915,1.0004288164665522,0.6924216215889728,1,0,1,0.9507224358659215,0.97265625,CHACHA
7.660218018303034,0.9949072389959985,0.6782449523787534,1,0,1,0.9431001167575319,0.96875,CHACHA
5.856742098922775,0.7432383699963938,1.8496943707264675,1,1,0,0.0,0.2265625,AES
5.714892652247964,0.8413284132841329,2.0639910598294495,0,1,0,0.9829302497188177,0.2265625,AES
7.978790875674301,0.40863309352517985,0.1663037990360761,0,1,1,0.9964727435202004,1.0,CHACHA
5.728755526570546,0.8018867924528302,2.0508835109550465,0,1,0,0.9734626889451617,0.2265625,AES
7.988563050025207,1.0007559098405718,0.12617870389728528,1,0,1,0.9439650726588961,1.0,CHACHA
7.996230925983587,1.0004401685216626,0.07243234208481339,1,0,1,0.894541180159779,1.0,CHACHA
7.826548487290916,1.0484581497797356,0.3574259419302937,0,0,1,0.9975239352777656,0.88671875,CHACHA
7.995348523743494,1.0004694835680752,0.0803952997223107,1,0,1,0.8902562940497144,1.0,CHACHA
5.850401027168064,0.7450134770889488,1.8603186743649738,1,1,0,0.6840614800158362,0.2265625,AES
7.999839106927919,0.04283301158301158,0.01495360365331049,1,1,1,0.9962177897009693,1.0,CHACHA
3.906890494958988,0.005589380177662442,4.008324967732325,1,1,0,0.0,0.05859375,AES
5.833029585640229,0.7559409120102761,1.8888956587113352,1,1,0,0.9102474810603776,0.2265625,RSA
7.999755909293182,0.050066069593304945,0.018370274916345578,1,1,1,0.996181642381127,1.0,CHACHA
7.978550407183585,1.0010074182617457,0.17216327428805922,1,0,1,0.9426315065932825,1.0,CHACHA
5.8565822197491055,0.7434543550357828,1.8499334073406353,1,1,0,0.0,0.2265625,AES
5.743358393935313,0.8163265306122449,2.0233467201947426,0,1,0,0.9788205589286256,0.2265625,AES
4.6905615743775355,0.6207935710698141,2.997158062767247,1,1,0,0.817891183381055,0.1015625,RSA
